student_ID,month,submit_count,question_count,correct_count,correct_ratio,correct_percentage
e22c18eef214a779b4c2,2023-11,4,1,3,0.75,75.0
e22c18eef214a779b4c2,2023-12,19,2,17,0.8947,89.47
8711049a2e0ef13bb10c,2023-09,6,5,5,0.8333,83.33
8711049a2e0ef13bb10c,2023-10,17,14,17,1.0,100.0
8711049a2e0ef13bb10c,2023-11,16,11,13,0.8125,81.25
8711049a2e0ef13bb10c,2023-12,12,9,11,0.9167,91.67
9ef8a5baccebc3841cb2,2023-09,25,19,21,0.84,84.0
9ef8a5baccebc3841cb2,2023-10,33,16,31,0.9394,93.94
9ef8a5baccebc3841cb2,2023-11,3,1,3,1.0,100.0
9ef8a5baccebc3841cb2,2023-12,9,2,2,0.2222,22.22
adcc5c13042d66cbfc8b,2023-09,118,25,60,0.5085,50.85
adcc5c13042d66cbfc8b,2023-10,33,13,19,0.5758,57.58
adcc5c13042d66cbfc8b,2023-11,2,2,2,1.0,100.0
adcc5c13042d66cbfc8b,2023-12,3,1,2,0.6667,66.67
54f91ccb08cbece520da,2023-09,45,20,33,0.7333,73.33
54f91ccb08cbece520da,2023-10,34,14,29,0.8529,85.29
54f91ccb08cbece520da,2023-11,16,7,16,1.0,100.0
54f91ccb08cbece520da,2023-12,4,1,4,1.0,100.0
cb65e2038b786e801292,2023-10,10,10,10,1.0,100.0
cb65e2038b786e801292,2023-11,30,20,29,0.9667,96.67
cb65e2038b786e801292,2023-12,14,8,14,1.0,100.0
1f67cb2e7affbb00b6c8,2023-10,248,34,103,0.4153,41.53
1f67cb2e7affbb00b6c8,2023-11,26,6,20,0.7692,76.92
45b6cc87a7e957f83027,2023-09,109,35,94,0.8624,86.24
45b6cc87a7e957f83027,2023-10,25,7,22,0.88,88.0
ff2d815d9ef74b153b54,2023-09,21,7,7,0.3333,33.33
ff2d815d9ef74b153b54,2023-10,29,15,26,0.8966,89.66
ff2d815d9ef74b153b54,2023-11,23,7,6,0.2609,26.09
ff2d815d9ef74b153b54,2023-12,15,13,13,0.8667,86.67
73ae359d8e93d41ae4ff,2023-09,11,2,2,0.1818,18.18
73ae359d8e93d41ae4ff,2023-10,35,21,26,0.7429,74.29
73ae359d8e93d41ae4ff,2023-11,30,12,29,0.9667,96.67
73ae359d8e93d41ae4ff,2023-12,11,5,10,0.9091,90.91
73ae359d8e93d41ae4ff,2024-01,1,1,1,1.0,100.0
264320c6b92b92795ba0,2023-10,83,16,21,0.253,25.3
264320c6b92b92795ba0,2023-11,35,14,26,0.7429,74.29
264320c6b92b92795ba0,2023-12,34,12,29,0.8529,85.29
504278569f7c6dff25e3,2023-09,20,16,19,0.95,95.0
504278569f7c6dff25e3,2023-10,39,19,36,0.9231,92.31
504278569f7c6dff25e3,2023-11,12,5,10,0.8333,83.33
40eb36011ced9a882ea9,2023-09,48,19,40,0.8333,83.33
40eb36011ced9a882ea9,2023-10,110,20,98,0.8909,89.09
40eb36011ced9a882ea9,2023-11,35,5,35,1.0,100.0
40eb36011ced9a882ea9,2023-12,7,3,7,1.0,100.0
ed4b51eb098deb0ba58e,2023-09,90,35,75,0.8333,83.33
ed4b51eb098deb0ba58e,2023-10,37,5,35,0.9459,94.59
b4a2138f577d9306f593,2023-09,146,26,95,0.6507,65.07
b4a2138f577d9306f593,2023-10,112,16,96,0.8571,85.71
76366e9c264169b2bae1,2023-10,75,14,39,0.52,52.0
76366e9c264169b2bae1,2023-11,30,13,20,0.6667,66.67
76366e9c264169b2bae1,2023-12,39,19,34,0.8718,87.18
d059dfed16a6d1ca6ddf,2023-09,43,16,24,0.5581,55.81
d059dfed16a6d1ca6ddf,2023-10,52,16,40,0.7692,76.92
d059dfed16a6d1ca6ddf,2023-11,38,5,33,0.8684,86.84
d059dfed16a6d1ca6ddf,2023-12,10,4,8,0.8,80.0
0b828e1ae026c57b34dd,2023-09,60,31,52,0.8667,86.67
0b828e1ae026c57b34dd,2023-10,9,7,8,0.8889,88.89
0b828e1ae026c57b34dd,2023-12,3,2,3,1.0,100.0
b1976734aee3bf129820,2023-09,65,29,42,0.6462,64.62
b1976734aee3bf129820,2023-10,75,13,60,0.8,80.0
b1976734aee3bf129820,2023-11,33,3,18,0.5455,54.55
50673b01fd2b0c765572,2023-09,17,3,2,0.1176,11.76
50673b01fd2b0c765572,2023-10,64,19,31,0.4844,48.44
50673b01fd2b0c765572,2023-11,33,11,17,0.5152,51.52
50673b01fd2b0c765572,2023-12,16,8,10,0.625,62.5
b3ac0cebf20ee45135ca,2023-09,58,18,36,0.6207,62.07
b3ac0cebf20ee45135ca,2023-10,70,16,54,0.7714,77.14
b3ac0cebf20ee45135ca,2023-11,6,1,5,0.8333,83.33
b3ac0cebf20ee45135ca,2023-12,26,4,6,0.2308,23.08
74137c4db75be61c10fa,2023-09,28,9,18,0.6429,64.29
74137c4db75be61c10fa,2023-10,52,11,31,0.5962,59.62
74137c4db75be61c10fa,2023-11,51,13,35,0.6863,68.63
74137c4db75be61c10fa,2023-12,38,8,31,0.8158,81.58
74137c4db75be61c10fa,2024-01,1,1,1,1.0,100.0
781f69b185122bfaddca,2023-09,95,33,80,0.8421,84.21
781f69b185122bfaddca,2023-10,3,2,3,1.0,100.0
744e7141564ed216b812,2023-10,20,13,14,0.7,70.0
744e7141564ed216b812,2023-11,20,15,20,1.0,100.0
744e7141564ed216b812,2023-12,12,7,12,1.0,100.0
744e7141564ed216b812,2024-01,4,4,4,1.0,100.0
3c1b9222136b752563f6,2023-10,30,15,24,0.8,80.0
3c1b9222136b752563f6,2023-11,15,10,11,0.7333,73.33
3c1b9222136b752563f6,2023-12,9,8,7,0.7778,77.78
3c1b9222136b752563f6,2024-01,7,6,6,0.8571,85.71
48a96425072cefa0dc69,2023-09,5,1,2,0.4,40.0
48a96425072cefa0dc69,2023-10,29,12,25,0.8621,86.21
48a96425072cefa0dc69,2023-11,25,10,17,0.68,68.0
48a96425072cefa0dc69,2023-12,39,15,35,0.8974,89.74
8ee4fdce37fceab5620a,2023-10,29,18,21,0.7241,72.41
8ee4fdce37fceab5620a,2023-11,10,9,10,1.0,100.0
8ee4fdce37fceab5620a,2023-12,13,11,11,0.8462,84.62
d6d4488fa27e11465974,2023-09,1,1,1,1.0,100.0
d6d4488fa27e11465974,2023-10,25,19,21,0.84,84.0
d6d4488fa27e11465974,2023-11,10,8,10,1.0,100.0
d6d4488fa27e11465974,2023-12,20,10,18,0.9,90.0
6efd353d32bd3d908b23,2023-09,1,1,1,1.0,100.0
6efd353d32bd3d908b23,2023-10,11,8,8,0.7273,72.73
6efd353d32bd3d908b23,2023-11,73,28,49,0.6712,67.12
6efd353d32bd3d908b23,2023-12,26,7,24,0.9231,92.31
4ca5c8ea55be09213d14,2023-10,57,20,33,0.5789,57.89
4ca5c8ea55be09213d14,2023-11,22,8,11,0.5,50.0
4ca5c8ea55be09213d14,2023-12,17,11,12,0.7059,70.59
ec86426a6e0331d06091,2023-10,44,13,16,0.3636,36.36
ec86426a6e0331d06091,2023-11,28,17,17,0.6071,60.71
ec86426a6e0331d06091,2023-12,13,8,8,0.6154,61.54
09400a9b50b6c96c5510,2023-10,57,20,31,0.5439,54.39
09400a9b50b6c96c5510,2023-11,23,10,22,0.9565,95.65
09400a9b50b6c96c5510,2023-12,57,8,47,0.8246,82.46
f5jwwahac3fyc6rq5tex,2023-09,21,15,15,0.7143,71.43
f5jwwahac3fyc6rq5tex,2023-10,44,19,26,0.5909,59.09
f5jwwahac3fyc6rq5tex,2023-11,23,13,14,0.6087,60.87
f5jwwahac3fyc6rq5tex,2023-12,17,11,10,0.5882,58.82
f5jwwahac3fyc6rq5tex,2024-01,1,1,0,0.0,0.0
mwmft9w9vjod1g7jidmb,2023-09,20,16,15,0.75,75.0
mwmft9w9vjod1g7jidmb,2023-10,51,26,37,0.7255,72.55
mwmft9w9vjod1g7jidmb,2023-11,19,11,13,0.6842,68.42
mwmft9w9vjod1g7jidmb,2023-12,14,9,12,0.8571,85.71
mwmft9w9vjod1g7jidmb,2024-01,2,2,2,1.0,100.0
zprxec1qxs8nqsmc5830,2023-09,19,13,9,0.4737,47.37
zprxec1qxs8nqsmc5830,2023-10,58,27,32,0.5517,55.17
zprxec1qxs8nqsmc5830,2023-11,22,14,18,0.8182,81.82
zprxec1qxs8nqsmc5830,2023-12,19,10,15,0.7895,78.95
zprxec1qxs8nqsmc5830,2024-01,3,3,2,0.6667,66.67
cygc6ulxpz04ex7under,2023-09,21,16,13,0.619,61.9
cygc6ulxpz04ex7under,2023-10,46,26,34,0.7391,73.91
cygc6ulxpz04ex7under,2023-11,19,12,15,0.7895,78.95
cygc6ulxpz04ex7under,2023-12,14,11,10,0.7143,71.43
cygc6ulxpz04ex7under,2024-01,2,2,1,0.5,50.0
m4qqnaq8p8fn7b7bl5ic,2023-09,22,15,12,0.5455,54.55
m4qqnaq8p8fn7b7bl5ic,2023-10,45,26,29,0.6444,64.44
m4qqnaq8p8fn7b7bl5ic,2023-11,23,14,14,0.6087,60.87
m4qqnaq8p8fn7b7bl5ic,2023-12,14,11,11,0.7857,78.57
m4qqnaq8p8fn7b7bl5ic,2024-01,2,2,2,1.0,100.0
sx57v4y3hp52f9selxdo,2023-09,25,15,13,0.52,52.0
sx57v4y3hp52f9selxdo,2023-10,39,20,25,0.641,64.1
sx57v4y3hp52f9selxdo,2023-11,21,11,17,0.8095,80.95
sx57v4y3hp52f9selxdo,2023-12,17,11,14,0.8235,82.35
sx57v4y3hp52f9selxdo,2024-01,2,2,2,1.0,100.0
ksm67082xy9g2wnalt38,2023-09,31,19,19,0.6129,61.29
ksm67082xy9g2wnalt38,2023-10,48,25,32,0.6667,66.67
ksm67082xy9g2wnalt38,2023-11,18,12,14,0.7778,77.78
ksm67082xy9g2wnalt38,2023-12,12,9,10,0.8333,83.33
ksm67082xy9g2wnalt38,2024-01,4,4,3,0.75,75.0
58widcj6smafuwyqxw2m,2023-09,25,14,17,0.68,68.0
58widcj6smafuwyqxw2m,2023-10,49,26,35,0.7143,71.43
58widcj6smafuwyqxw2m,2023-11,22,13,15,0.6818,68.18
58widcj6smafuwyqxw2m,2023-12,16,9,14,0.875,87.5
58widcj6smafuwyqxw2m,2024-01,3,3,2,0.6667,66.67
n3dkt0eq0ekpby9lv06i,2023-09,22,17,17,0.7727,77.27
n3dkt0eq0ekpby9lv06i,2023-10,43,24,32,0.7442,74.42
n3dkt0eq0ekpby9lv06i,2023-11,14,11,10,0.7143,71.43
n3dkt0eq0ekpby9lv06i,2023-12,15,8,11,0.7333,73.33
n3dkt0eq0ekpby9lv06i,2024-01,2,2,2,1.0,100.0
v4k20n9xryqdpe6fx42x,2023-09,17,13,14,0.8235,82.35
v4k20n9xryqdpe6fx42x,2023-10,47,23,30,0.6383,63.83
v4k20n9xryqdpe6fx42x,2023-11,20,12,17,0.85,85.0
v4k20n9xryqdpe6fx42x,2023-12,19,10,13,0.6842,68.42
v4k20n9xryqdpe6fx42x,2024-01,1,1,1,1.0,100.0
35wcdp4s13xmtyq5f7os,2023-09,28,17,19,0.6786,67.86
35wcdp4s13xmtyq5f7os,2023-10,49,24,28,0.5714,57.14
35wcdp4s13xmtyq5f7os,2023-11,12,10,9,0.75,75.0
35wcdp4s13xmtyq5f7os,2023-12,14,10,9,0.6429,64.29
35wcdp4s13xmtyq5f7os,2024-01,3,3,3,1.0,100.0
2ddkknvpbz2j9wlvybtj,2023-09,23,12,16,0.6957,69.57
2ddkknvpbz2j9wlvybtj,2023-10,52,27,35,0.6731,67.31
2ddkknvpbz2j9wlvybtj,2023-11,23,17,13,0.5652,56.52
2ddkknvpbz2j9wlvybtj,2023-12,8,7,7,0.875,87.5
2ddkknvpbz2j9wlvybtj,2024-01,3,3,3,1.0,100.0
10qi28ikwz4c4v22b06i,2023-09,20,12,8,0.4,40.0
10qi28ikwz4c4v22b06i,2023-10,46,25,29,0.6304,63.04
10qi28ikwz4c4v22b06i,2023-11,20,12,16,0.8,80.0
10qi28ikwz4c4v22b06i,2023-12,16,7,11,0.6875,68.75
10qi28ikwz4c4v22b06i,2024-01,2,2,2,1.0,100.0
9b0guld0vdm0ggmmfb8k,2023-09,20,15,12,0.6,60.0
9b0guld0vdm0ggmmfb8k,2023-10,45,26,30,0.6667,66.67
9b0guld0vdm0ggmmfb8k,2023-11,18,13,12,0.6667,66.67
9b0guld0vdm0ggmmfb8k,2023-12,14,10,10,0.7143,71.43
9b0guld0vdm0ggmmfb8k,2024-01,3,3,3,1.0,100.0
1t6e0wa99fijxi3ssnzk,2023-09,15,12,11,0.7333,73.33
1t6e0wa99fijxi3ssnzk,2023-10,37,19,22,0.5946,59.46
1t6e0wa99fijxi3ssnzk,2023-11,19,14,17,0.8947,89.47
1t6e0wa99fijxi3ssnzk,2023-12,15,11,14,0.9333,93.33
1t6e0wa99fijxi3ssnzk,2024-01,5,3,5,1.0,100.0
q1movls9kc4kglv6sb5g,2023-09,26,16,18,0.6923,69.23
q1movls9kc4kglv6sb5g,2023-10,42,25,28,0.6667,66.67
q1movls9kc4kglv6sb5g,2023-11,26,15,21,0.8077,80.77
q1movls9kc4kglv6sb5g,2023-12,19,13,17,0.8947,89.47
q1movls9kc4kglv6sb5g,2024-01,2,2,2,1.0,100.0
628bztd9ybuth5efk7nw,2023-09,24,19,16,0.6667,66.67
628bztd9ybuth5efk7nw,2023-10,62,29,43,0.6935,69.35
628bztd9ybuth5efk7nw,2023-11,23,12,19,0.8261,82.61
628bztd9ybuth5efk7nw,2023-12,15,9,14,0.9333,93.33
628bztd9ybuth5efk7nw,2024-01,1,1,1,1.0,100.0
vbgs2hp7aiiw880dpm1s,2023-09,27,17,16,0.5926,59.26
vbgs2hp7aiiw880dpm1s,2023-10,42,28,27,0.6429,64.29
vbgs2hp7aiiw880dpm1s,2023-11,19,12,15,0.7895,78.95
vbgs2hp7aiiw880dpm1s,2023-12,17,9,13,0.7647,76.47
vbgs2hp7aiiw880dpm1s,2024-01,3,3,3,1.0,100.0
n2bgnbybijni2e9crs4x,2023-09,19,15,13,0.6842,68.42
n2bgnbybijni2e9crs4x,2023-10,42,22,23,0.5476,54.76
n2bgnbybijni2e9crs4x,2023-11,24,16,18,0.75,75.0
n2bgnbybijni2e9crs4x,2023-12,17,11,15,0.8824,88.24
n2bgnbybijni2e9crs4x,2024-01,2,2,2,1.0,100.0
scl0uh5ig9ehluvs46h2,2023-09,22,18,13,0.5909,59.09
scl0uh5ig9ehluvs46h2,2023-10,52,26,26,0.5,50.0
scl0uh5ig9ehluvs46h2,2023-11,28,16,22,0.7857,78.57
scl0uh5ig9ehluvs46h2,2023-12,16,14,13,0.8125,81.25
scl0uh5ig9ehluvs46h2,2024-01,2,1,2,1.0,100.0
uzk23hynw87co5ru0tr8,2023-09,33,17,24,0.7273,72.73
uzk23hynw87co5ru0tr8,2023-10,47,24,27,0.5745,57.45
uzk23hynw87co5ru0tr8,2023-11,24,17,18,0.75,75.0
uzk23hynw87co5ru0tr8,2023-12,16,10,14,0.875,87.5
uzk23hynw87co5ru0tr8,2024-01,3,3,3,1.0,100.0
8wkyo305dh8esq6eop37,2023-09,30,21,19,0.6333,63.33
8wkyo305dh8esq6eop37,2023-10,38,18,23,0.6053,60.53
8wkyo305dh8esq6eop37,2023-11,18,13,17,0.9444,94.44
8wkyo305dh8esq6eop37,2023-12,13,8,10,0.7692,76.92
8wkyo305dh8esq6eop37,2024-01,3,3,3,1.0,100.0
mm5p2ct8c21h4q753p3n,2023-09,21,14,15,0.7143,71.43
mm5p2ct8c21h4q753p3n,2023-10,40,19,23,0.575,57.5
mm5p2ct8c21h4q753p3n,2023-11,30,16,20,0.6667,66.67
mm5p2ct8c21h4q753p3n,2023-12,16,10,13,0.8125,81.25
mm5p2ct8c21h4q753p3n,2024-01,3,3,3,1.0,100.0
e58gk2f3crnwqnx0gett,2023-09,26,15,16,0.6154,61.54
e58gk2f3crnwqnx0gett,2023-10,43,20,27,0.6279,62.79
e58gk2f3crnwqnx0gett,2023-11,12,9,11,0.9167,91.67
e58gk2f3crnwqnx0gett,2023-12,11,7,9,0.8182,81.82
e58gk2f3crnwqnx0gett,2024-01,2,2,2,1.0,100.0
2xsbkm76x36qvddrl2yo,2023-09,19,13,14,0.7368,73.68
2xsbkm76x36qvddrl2yo,2023-10,41,22,29,0.7073,70.73
2xsbkm76x36qvddrl2yo,2023-11,16,12,11,0.6875,68.75
2xsbkm76x36qvddrl2yo,2023-12,19,11,14,0.7368,73.68
2xsbkm76x36qvddrl2yo,2024-01,1,1,1,1.0,100.0
sbb3va36jvpkdpj257ek,2023-09,18,13,12,0.6667,66.67
sbb3va36jvpkdpj257ek,2023-10,47,22,29,0.617,61.7
sbb3va36jvpkdpj257ek,2023-11,25,17,23,0.92,92.0
sbb3va36jvpkdpj257ek,2023-12,16,10,15,0.9375,93.75
sbb3va36jvpkdpj257ek,2024-01,1,1,1,1.0,100.0
uon3zzl9a1zr5zmeodmr,2023-09,20,11,16,0.8,80.0
uon3zzl9a1zr5zmeodmr,2023-10,34,19,16,0.4706,47.06
uon3zzl9a1zr5zmeodmr,2023-11,19,12,18,0.9474,94.74
uon3zzl9a1zr5zmeodmr,2023-12,14,9,11,0.7857,78.57
uon3zzl9a1zr5zmeodmr,2024-01,5,5,5,1.0,100.0
erjfooit15024g7nj8co,2023-09,32,14,21,0.6562,65.62
erjfooit15024g7nj8co,2023-10,42,21,28,0.6667,66.67
erjfooit15024g7nj8co,2023-11,15,10,11,0.7333,73.33
erjfooit15024g7nj8co,2023-12,14,11,11,0.7857,78.57
erjfooit15024g7nj8co,2024-01,3,2,3,1.0,100.0
pgrig4vo54owe59j2j5f,2023-09,26,15,13,0.5,50.0
pgrig4vo54owe59j2j5f,2023-10,43,25,23,0.5349,53.49
pgrig4vo54owe59j2j5f,2023-11,20,16,12,0.6,60.0
pgrig4vo54owe59j2j5f,2023-12,16,11,14,0.875,87.5
pgrig4vo54owe59j2j5f,2024-01,2,2,1,0.5,50.0
i8ryguu9cpkrb6ouhwqq,2023-09,23,15,19,0.8261,82.61
i8ryguu9cpkrb6ouhwqq,2023-10,56,28,34,0.6071,60.71
i8ryguu9cpkrb6ouhwqq,2023-11,27,15,22,0.8148,81.48
i8ryguu9cpkrb6ouhwqq,2023-12,16,9,13,0.8125,81.25
i8ryguu9cpkrb6ouhwqq,2024-01,4,3,4,1.0,100.0
j07d6onchxesk14v7b8w,2023-09,21,16,13,0.619,61.9
j07d6onchxesk14v7b8w,2023-10,41,19,25,0.6098,60.98
j07d6onchxesk14v7b8w,2023-11,19,15,15,0.7895,78.95
j07d6onchxesk14v7b8w,2023-12,10,8,7,0.7,70.0
j07d6onchxesk14v7b8w,2024-01,1,1,1,1.0,100.0
wfsgbko6rfmajn85khu4,2023-09,19,11,11,0.5789,57.89
wfsgbko6rfmajn85khu4,2023-10,46,23,29,0.6304,63.04
wfsgbko6rfmajn85khu4,2023-11,18,12,10,0.5556,55.56
wfsgbko6rfmajn85khu4,2023-12,7,6,5,0.7143,71.43
wfsgbko6rfmajn85khu4,2024-01,1,1,1,1.0,100.0
0m8o7nuv982vnv3328qw,2023-09,33,21,22,0.6667,66.67
0m8o7nuv982vnv3328qw,2023-10,30,18,19,0.6333,63.33
0m8o7nuv982vnv3328qw,2023-11,11,8,8,0.7273,72.73
0m8o7nuv982vnv3328qw,2023-12,16,11,12,0.75,75.0
0m8o7nuv982vnv3328qw,2024-01,2,2,2,1.0,100.0
amzij11bls4wa79p3cj8,2023-09,26,18,15,0.5769,57.69
amzij11bls4wa79p3cj8,2023-10,47,21,21,0.4468,44.68
amzij11bls4wa79p3cj8,2023-11,19,15,15,0.7895,78.95
amzij11bls4wa79p3cj8,2023-12,12,9,8,0.6667,66.67
amzij11bls4wa79p3cj8,2024-01,3,2,3,1.0,100.0
axunv0aihh5wvi27tx50,2023-09,18,10,11,0.6111,61.11
axunv0aihh5wvi27tx50,2023-10,43,23,27,0.6279,62.79
axunv0aihh5wvi27tx50,2023-11,14,12,8,0.5714,57.14
axunv0aihh5wvi27tx50,2023-12,16,9,13,0.8125,81.25
axunv0aihh5wvi27tx50,2024-01,2,2,2,1.0,100.0
6837091518a3524730fb,2023-09,7,2,0,0.0,0.0
6837091518a3524730fb,2023-11,68,10,45,0.6618,66.18
6837091518a3524730fb,2023-12,237,32,172,0.7257,72.57
6837091518a3524730fb,2024-01,4,3,3,0.75,75.0
b050239b47c66a7280c9,2023-10,65,12,37,0.5692,56.92
b050239b47c66a7280c9,2023-11,22,5,7,0.3182,31.82
b050239b47c66a7280c9,2023-12,15,4,7,0.4667,46.67
b050239b47c66a7280c9,2024-01,26,21,23,0.8846,88.46
bc7286901f708e9069eb,2023-09,1,1,0,0.0,0.0
bc7286901f708e9069eb,2023-10,58,20,20,0.3448,34.48
bc7286901f708e9069eb,2023-11,31,11,11,0.3548,35.48
bc7286901f708e9069eb,2023-12,16,7,7,0.4375,43.75
bc7286901f708e9069eb,2024-01,3,1,1,0.3333,33.33
e877c03b218bddedd3b8,2023-10,38,7,6,0.1579,15.79
e877c03b218bddedd3b8,2023-11,8,3,1,0.125,12.5
e877c03b218bddedd3b8,2023-12,28,8,11,0.3929,39.29
e877c03b218bddedd3b8,2024-01,59,23,28,0.4746,47.46
8f9ecba976a15fa5d900,2023-11,34,20,21,0.6176,61.76
8f9ecba976a15fa5d900,2023-12,53,13,34,0.6415,64.15
8f9ecba976a15fa5d900,2024-01,12,9,10,0.8333,83.33
6cbcdec2dffbcf09a91a,2023-11,13,9,12,0.9231,92.31
6cbcdec2dffbcf09a91a,2024-01,36,29,32,0.8889,88.89
fdd714a996ac8bd8006d,2023-10,12,7,7,0.5833,58.33
fdd714a996ac8bd8006d,2023-12,3,3,3,1.0,100.0
fdd714a996ac8bd8006d,2024-01,44,29,41,0.9318,93.18
fc5a9edc3413ecece4bd,2023-10,30,20,21,0.7,70.0
fc5a9edc3413ecece4bd,2023-11,7,6,6,0.8571,85.71
fc5a9edc3413ecece4bd,2023-12,30,12,17,0.5667,56.67
fc5a9edc3413ecece4bd,2024-01,3,3,3,1.0,100.0
7bfbef4127aeec4b344e,2023-09,37,5,7,0.1892,18.92
7bfbef4127aeec4b344e,2023-10,68,11,34,0.5,50.0
7bfbef4127aeec4b344e,2023-11,9,5,6,0.6667,66.67
7bfbef4127aeec4b344e,2023-12,76,17,32,0.4211,42.11
7bfbef4127aeec4b344e,2024-01,6,3,6,1.0,100.0
b93d9fe2a844b416581d,2023-10,23,13,16,0.6957,69.57
b93d9fe2a844b416581d,2023-11,75,16,59,0.7867,78.67
b93d9fe2a844b416581d,2024-01,24,12,18,0.75,75.0
df784e67883e018f88b8,2023-09,2,1,0,0.0,0.0
df784e67883e018f88b8,2023-10,23,8,9,0.3913,39.13
df784e67883e018f88b8,2023-11,5,3,5,1.0,100.0
df784e67883e018f88b8,2023-12,34,20,29,0.8529,85.29
df784e67883e018f88b8,2024-01,11,10,11,1.0,100.0
9c2b85496091fd7f66d4,2023-10,59,13,25,0.4237,42.37
9c2b85496091fd7f66d4,2023-11,80,16,43,0.5375,53.75
9c2b85496091fd7f66d4,2023-12,72,10,61,0.8472,84.72
9c2b85496091fd7f66d4,2024-01,27,8,13,0.4815,48.15
2842c82981077b78b3cd,2023-10,71,10,28,0.3944,39.44
2842c82981077b78b3cd,2023-11,57,7,8,0.1404,14.04
2842c82981077b78b3cd,2023-12,102,17,44,0.4314,43.14
2842c82981077b78b3cd,2024-01,73,12,37,0.5068,50.68
6ab4994b59925a6d1bba,2023-10,88,16,42,0.4773,47.73
6ab4994b59925a6d1bba,2023-11,83,13,23,0.2771,27.71
6ab4994b59925a6d1bba,2023-12,90,10,39,0.4333,43.33
6ab4994b59925a6d1bba,2024-01,40,7,15,0.375,37.5
fc1c9dd58091c33d8888,2023-10,93,11,33,0.3548,35.48
fc1c9dd58091c33d8888,2023-11,73,9,15,0.2055,20.55
fc1c9dd58091c33d8888,2023-12,107,11,28,0.2617,26.17
fc1c9dd58091c33d8888,2024-01,42,20,32,0.7619,76.19
01a691413dc5897db83f,2023-10,175,19,58,0.3314,33.14
01a691413dc5897db83f,2023-11,141,21,77,0.5461,54.61
01a691413dc5897db83f,2023-12,6,2,5,0.8333,83.33
01a691413dc5897db83f,2024-01,2,2,2,1.0,100.0
374ff25490a1f0aba47f,2023-10,98,29,70,0.7143,71.43
374ff25490a1f0aba47f,2023-11,19,3,18,0.9474,94.74
374ff25490a1f0aba47f,2023-12,41,5,35,0.8537,85.37
374ff25490a1f0aba47f,2024-01,6,2,5,0.8333,83.33
424de2c5e2c1f5652cdc,2023-09,17,2,2,0.1176,11.76
424de2c5e2c1f5652cdc,2023-10,64,20,38,0.5938,59.38
424de2c5e2c1f5652cdc,2023-11,49,14,42,0.8571,85.71
424de2c5e2c1f5652cdc,2023-12,12,7,8,0.6667,66.67
424de2c5e2c1f5652cdc,2024-01,6,2,2,0.3333,33.33
5479f88afb95288d6392,2023-09,7,6,6,0.8571,85.71
5479f88afb95288d6392,2023-10,15,13,15,1.0,100.0
5479f88afb95288d6392,2023-11,48,11,35,0.7292,72.92
5479f88afb95288d6392,2023-12,20,7,15,0.75,75.0
5479f88afb95288d6392,2024-01,3,1,1,0.3333,33.33
ed94d52e091b68ca5ee5,2023-10,88,28,72,0.8182,81.82
ed94d52e091b68ca5ee5,2023-11,65,11,58,0.8923,89.23
ed94d52e091b68ca5ee5,2023-12,1,1,1,1.0,100.0
db54f15d48fa56b0d953,2023-09,14,3,3,0.2143,21.43
db54f15d48fa56b0d953,2023-10,20,10,11,0.55,55.0
db54f15d48fa56b0d953,2023-11,16,11,12,0.75,75.0
db54f15d48fa56b0d953,2023-12,2,1,1,0.5,50.0
db54f15d48fa56b0d953,2024-01,24,15,17,0.7083,70.83
6a62f52203bda35656be,2023-10,151,17,50,0.3311,33.11
6a62f52203bda35656be,2023-11,61,14,25,0.4098,40.98
6a62f52203bda35656be,2023-12,24,4,10,0.4167,41.67
6a62f52203bda35656be,2024-01,10,8,8,0.8,80.0
0b02f701b1179f9f74f9,2023-10,44,11,14,0.3182,31.82
0b02f701b1179f9f74f9,2023-11,5,4,4,0.8,80.0
0b02f701b1179f9f74f9,2023-12,50,20,37,0.74,74.0
0b02f701b1179f9f74f9,2024-01,6,6,6,1.0,100.0
74e22a3421e605061ef1,2023-09,80,18,39,0.4875,48.75
74e22a3421e605061ef1,2023-10,37,9,24,0.6486,64.86
74e22a3421e605061ef1,2023-11,30,5,13,0.4333,43.33
74e22a3421e605061ef1,2023-12,37,5,24,0.6486,64.86
74e22a3421e605061ef1,2024-01,4,1,1,0.25,25.0
de5213e7b8c88440a298,2023-09,79,17,36,0.4557,45.57
de5213e7b8c88440a298,2023-10,83,16,48,0.5783,57.83
de5213e7b8c88440a298,2023-11,1,1,1,1.0,100.0
de5213e7b8c88440a298,2023-12,32,6,19,0.5938,59.38
de5213e7b8c88440a298,2024-01,5,5,5,1.0,100.0
94a770d27cae58950a5b,2023-10,37,9,12,0.3243,32.43
94a770d27cae58950a5b,2023-11,28,16,24,0.8571,85.71
94a770d27cae58950a5b,2023-12,34,8,33,0.9706,97.06
94a770d27cae58950a5b,2024-01,11,7,7,0.6364,63.64
5faa3d19e595ab735fda,2023-10,89,21,49,0.5506,55.06
5faa3d19e595ab735fda,2023-11,37,16,34,0.9189,91.89
5faa3d19e595ab735fda,2023-12,3,2,3,1.0,100.0
cad61c88146ec4d99a6d,2023-11,6,1,1,0.1667,16.67
1d50eac067378042684b,2023-10,110,18,38,0.3455,34.55
1d50eac067378042684b,2023-11,51,11,15,0.2941,29.41
1d50eac067378042684b,2023-12,37,11,19,0.5135,51.35
c8d8f83d06b68fc2f944,2023-09,11,5,5,0.4545,45.45
